2016-10-13 05:52:58,226 	 <Dispatcher> 	 Level 45 	 missing_raw	1476316378	44.0	205.0	210.0	417.0	-99.0	-99.0	-1.0	-1.0	44.0	
2016-10-13 05:53:38,223 	 <Dispatcher> 	 Level 45 	 missing	1476316418	5419578.0	3.29703640938	183.451431274	438.28125	-99.0	-99.0	-1.0	-1.0	5419578.0	
2016-10-13 05:53:38,231 	 <Dispatcher> 	 Level 45 	 missing_raw	1476316418	40.0	198.0	206.0	409.0	-99.0	-99.0	-1.0	-1.0	40.0	
2016-10-13 05:54:18,229 	 <Dispatcher> 	 Level 45 	 missing	1476316458	4949175.0	1.99219167233	170.951889038	696.09375	-99.0	-99.0	-1.0	-1.0	4949175.0	
2016-10-13 05:54:18,237 	 <Dispatcher> 	 Level 45 	 missing_raw	1476316458	23.0	176.0	203.0	433.0	-99.0	-99.0	-1.0	-1.0	23.0	
2016-10-13 05:54:58,236 	 <Dispatcher> 	 Level 45 	 missing	1476316498	5485353.5	3.10374593735	181.855773926	395.3125	-99.0	-99.0	-1.0	-1.0	5485353.5	
2016-10-13 05:54:58,243 	 <Dispatcher> 	 Level 45 	 missing_raw	1476316498	37.0	198.0	207.0	405.0	-99.0	-99.0	-1.0	-1.0	37.0	
2016-10-13 05:55:38,239 	 <Dispatcher> 	 Level 45 	 missing	1476316538	4215301.5	0.915374338627	151.90574646	427.5390625	-99.0	-99.0	-1.0	-1.0	4215301.5	
2016-10-13 05:55:38,247 	 <Dispatcher> 	 Level 45 	 missing_raw	1476316538	10.0	164.0	197.0	408.0	-99.0	-99.0	-1.0	-1.0	10.0	
2016-10-13 05:56:18,247 	 <Dispatcher> 	 Level 45 	 missing	1476316578	4895627.0	1.40015757084	169.431747437	341.6015625	-99.0	-99.0	-1.0	-1.0	4895627.0	
2016-10-13 05:56:18,255 	 <Dispatcher> 	 Level 45 	 missing_raw	1476316578	26.0	183.0	202.0	400.0	-99.0	-99.0	-1.0	-1.0	26.0	
2016-10-13 05:56:58,252 	 <Dispatcher> 	 Level 45 	 missing	1476316618	5450973.0	1.42890954018	163.443832397	599.4140625	-99.0	-99.0	-1.0	-1.0	5450973.0	
2016-10-13 05:56:58,260 	 <Dispatcher> 	 Level 45 	 missing_raw	1476316618	18.0	169.0	200.0	424.0	-99.0	-99.0	-1.0	-1.0	18.0	
2016-10-13 05:57:38,256 	 <Dispatcher> 	 Level 45 	 missing	1476316658	4529890.0	3.74401974678	186.671569824	663.8671875	-99.0	-99.0	-1.0	-1.0	4529890.0	
2016-10-13 05:57:38,263 	 <Dispatcher> 	 Level 45 	 missing_raw	1476316658	41.0	197.0	211.0	430.0	-99.0	-99.0	-1.0	-1.0	41.0	
2016-10-13 05:58:18,259 	 <Dispatcher> 	 Level 45 	 missing	1476316698	5135130.0	3.29678106308	169.431747437	631.640625	-99.0	-99.0	-1.0	-1.0	5135130.0	
2016-10-13 05:58:18,267 	 <Dispatcher> 	 Level 45 	 missing_raw	1476316698	26.0	180.0	202.0	427.0	-99.0	-99.0	-1.0	-1.0	26.0	
2016-10-13 05:58:58,264 	 <Dispatcher> 	 Level 45 	 missing	1476316738	5217789.5	4.18250608444	191.574279785	599.4140625	-99.0	-99.0	-1.0	-1.0	5217789.5	
2016-10-13 05:58:58,271 	 <Dispatcher> 	 Level 45 	 missing_raw	1476316738	44.0	202.0	208.0	424.0	-99.0	-99.0	-1.0	-1.0	44.0	
